"subject" "activity" "variable" "mean_value"
3 "WALKING_DOWNSTAIRS" "total_acc_y" -0.211648083832015
3 "WALKING_DOWNSTAIRS" "total_acc_z" -0.108696300631404
3 "WALKING_UPSTAIRS" "body_acc_x" -0.0034530665892214
3 "WALKING_UPSTAIRS" "body_acc_y" -0.00801077242356991
3 "WALKING_UPSTAIRS" "body_acc_z" -0.000580482469830509
3 "WALKING_UPSTAIRS" "body_gyro_x" 0.103003805232336
3 "WALKING_UPSTAIRS" "body_gyro_y" -0.0293182022684719
3 "WALKING_UPSTAIRS" "body_gyro_z" -0.02866763644067
3 "WALKING_UPSTAIRS" "total_acc_x" 0.95710298628178
3 "WALKING_UPSTAIRS" "total_acc_y" -0.372323638454714
3 "WALKING_UPSTAIRS" "total_acc_z" -0.166233946183615
4 "LAYING" "body_acc_x" -0.00288854068113092
4 "LAYING" "body_acc_y" 0.00111981931737066
4 "LAYING" "body_acc_z" -0.000786379090290509
4 "LAYING" "body_gyro_x" 0.0190214931005991
4 "LAYING" "body_gyro_y" -0.0084309319287338
4 "LAYING" "body_gyro_z" 0.0369065337980098
4 "LAYING" "total_acc_x" 0.0353230278877633
4 "LAYING" "total_acc_y" 0.933186772265625
4 "LAYING" "total_acc_z" 0.329320376856192
4 "SITTING" "body_acc_x" -0.00124420927322266
4 "SITTING" "body_acc_y" 0.00523206258104812
4 "SITTING" "body_acc_z" 0.000803732618706562
4 "SITTING" "body_gyro_x" -0.0224510501899384
4 "SITTING" "body_gyro_y" -0.00681333953868094
4 "SITTING" "body_gyro_z" 0.00655809741564375
4 "SITTING" "total_acc_x" 0.94924790875
4 "SITTING" "total_acc_y" 0.23464342302567
4 "SITTING" "total_acc_z" 0.10349738955
4 "STANDING" "body_acc_x" 0.000602576299563616
4 "STANDING" "body_acc_y" 0.00401202160235073
4 "STANDING" "body_acc_z" 0.00401368576647573
4 "STANDING" "body_gyro_x" -0.00306316049434152
4 "STANDING" "body_gyro_y" 0.00565024138079074
4 "STANDING" "body_gyro_z" -0.00476632015512165
4 "STANDING" "total_acc_x" 1.01254772522321
4 "STANDING" "total_acc_y" -0.0537375759124581
4 "STANDING" "total_acc_z" 0.162499902231585
4 "WALKING" "body_acc_x" 0.000207368155971354
4 "WALKING" "body_acc_y" 0.00120543976572526
4 "WALKING" "body_acc_z" -0.00102254446784505
4 "WALKING" "body_gyro_x" -0.00425263819567708
4 "WALKING" "body_gyro_y" 0.000744455540416667
4 "WALKING" "body_gyro_z" -0.00255156665798958
4 "WALKING" "total_acc_x" 1.01767012106771
4 "WALKING" "total_acc_y" -0.0664847311506146
4 "WALKING" "total_acc_z" 0.11900994170319
4 "WALKING_DOWNSTAIRS" "body_acc_x" 0.000492442967631945
4 "WALKING_DOWNSTAIRS" "body_acc_y" 0.00384790223680556
4 "WALKING_DOWNSTAIRS" "body_acc_z" 0.000505458824418403
4 "WALKING_DOWNSTAIRS" "body_gyro_x" -0.0775202392881701
4 "WALKING_DOWNSTAIRS" "body_gyro_y" 0.00177744337545139
4 "WALKING_DOWNSTAIRS" "body_gyro_z" -0.0119804035823299
4 "WALKING_DOWNSTAIRS" "total_acc_x" 1.00645038331597
4 "WALKING_DOWNSTAIRS" "total_acc_y" -0.0401034840629549
4 "WALKING_DOWNSTAIRS" "total_acc_z" 0.141126709542694
4 "WALKING_UPSTAIRS" "body_acc_x" -0.00138054912814002
4 "WALKING_UPSTAIRS" "body_acc_y" -0.00778496399770733
4 "WALKING_UPSTAIRS" "body_acc_z" -0.00195291145792819
4 "WALKING_UPSTAIRS" "body_gyro_x" 0.0691595651582091
4 "WALKING_UPSTAIRS" "body_gyro_y" -0.0052408352585637
4 "WALKING_UPSTAIRS" "body_gyro_z" -0.000866329750922476
4 "WALKING_UPSTAIRS" "total_acc_x" 1.00353952916166
4 "WALKING_UPSTAIRS" "total_acc_y" -0.222379972014313
4 "WALKING_UPSTAIRS" "total_acc_z" 0.0752361516597686
5 "LAYING" "body_acc_x" 0.000156324978158323
5 "LAYING" "body_acc_y" -0.000611612398061599
5 "LAYING" "body_acc_z" 0.000122237646045373
5 "LAYING" "body_gyro_x" 0.0059626190485652
5 "LAYING" "body_gyro_y" -0.00249746454457151
5 "LAYING" "body_gyro_z" 0.0325576263695337
5 "LAYING" "total_acc_x" -0.00604921518210246
5 "LAYING" "total_acc_y" 0.971130498046875
5 "LAYING" "total_acc_z" 0.253687903320312
5 "SITTING" "body_acc_x" -0.000799927948313565
5 "SITTING" "body_acc_y" 0.00379606698153494
5 "SITTING" "body_acc_z" -7.68573316132813e-05
5 "SITTING" "body_gyro_x" -0.0150170975953089
5 "SITTING" "body_gyro_y" -0.00415780967778871
5 "SITTING" "body_gyro_z" -0.00174351690017862
5 "SITTING" "total_acc_x" 0.957774516335227
5 "SITTING" "total_acc_y" 0.19008484661021
5 "SITTING" "total_acc_z" 0.134935048800579
5 "STANDING" "body_acc_x" 0.0010239383253571
5 "STANDING" "body_acc_y" 0.00531539694492441
5 "STANDING" "body_acc_z" 0.00202714877355748
5 "STANDING" "body_gyro_x" -0.00474039744339171
5 "STANDING" "body_gyro_y" 0.0105432355825085
5 "STANDING" "body_gyro_z" -0.00762946506118192
5 "STANDING" "total_acc_x" 1.01579150722656
5 "STANDING" "total_acc_y" -0.0152903085198521
5 "STANDING" "total_acc_z" 0.13274609976423
5 "WALKING" "body_acc_x" 5.49378844977676e-05
5 "WALKING" "body_acc_y" -7.70382653041295e-05
5 "WALKING" "body_acc_z" 0.000186927531498326
5 "WALKING" "body_gyro_x" -0.0218822389265346
5 "WALKING" "body_gyro_y" 0.00240460003061942
5 "WALKING" "body_gyro_z" -0.00211967320304129
5 "WALKING" "total_acc_x" 1.02361758344029
5 "WALKING" "total_acc_y" -0.0823350773042439
5 "WALKING" "total_acc_z" -0.00290405617793527
5 "WALKING_DOWNSTAIRS" "body_acc_x" 0.00329073173105053
5 "WALKING_DOWNSTAIRS" "body_acc_y" 0.00453025937907247
5 "WALKING_DOWNSTAIRS" "body_acc_z" 0.00263866356910572
5 "WALKING_DOWNSTAIRS" "body_gyro_x" -0.0418930660643118
5 "WALKING_DOWNSTAIRS" "body_gyro_y" 0.00160677536985372
5 "WALKING_DOWNSTAIRS" "body_gyro_z" -0.00251249345378989
5 "WALKING_DOWNSTAIRS" "total_acc_x" 1.01555522849069
5 "WALKING_DOWNSTAIRS" "total_acc_y" -0.0380953557705402
5 "WALKING_DOWNSTAIRS" "total_acc_z" 0.0184175191433178
5 "WALKING_UPSTAIRS" "body_acc_x" -0.00187869311153923
5 "WALKING_UPSTAIRS" "body_acc_y" -0.00807163455256981
5 "WALKING_UPSTAIRS" "body_acc_z" 0.000276225530490359
5 "WALKING_UPSTAIRS" "body_gyro_x" 0.0693004434081749
5 "WALKING_UPSTAIRS" "body_gyro_y" -0.0193492855700133
5 "WALKING_UPSTAIRS" "body_gyro_z" -0.0194246224910971
5 "WALKING_UPSTAIRS" "total_acc_x" 0.996363551230053
5 "WALKING_UPSTAIRS" "total_acc_y" -0.255623305961074
5 "WALKING_UPSTAIRS" "total_acc_z" -0.028050900172624
6 "LAYING" "body_acc_x" -0.00595969921535033
6 "LAYING" "body_acc_y" 0.0036113954618687
6 "LAYING" "body_acc_z" -0.00819638475029276
6 "LAYING" "body_gyro_x" 0.0203323996502719
6 "LAYING" "body_gyro_y" -0.0148446252517996
6 "LAYING" "body_gyro_z" 0.0410587608178561
6 "LAYING" "total_acc_x" -0.00738397814703673
6 "LAYING" "total_acc_y" 0.97705482709704
6 "LAYING" "total_acc_z" 0.159108685249959
6 "SITTING" "body_acc_x" -0.000164303442534574
6 "SITTING" "body_acc_y" 0.00133593051146449
6 "SITTING" "body_acc_z" -0.000601249092201847
6 "SITTING" "body_gyro_x" -0.00986933461181477
6 "SITTING" "body_gyro_y" -0.0070292750622625
6 "SITTING" "body_gyro_z" -0.000397531556147727
6 "SITTING" "total_acc_x" 0.995865136292614
6 "SITTING" "total_acc_y" 0.0875683546110511
6 "SITTING" "total_acc_z" 0.0621952512698182
6 "STANDING" "body_acc_x" 0.000570943425822643
6 "STANDING" "body_acc_y" -0.000516896070582538
6 "STANDING" "body_acc_z" -0.00127682976054825
6 "STANDING" "body_gyro_x" -0.000595121130686678
6 "STANDING" "body_gyro_y" 0.00693360656300164
6 "STANDING" "body_gyro_z" -0.0042459084296546
6 "STANDING" "total_acc_x" 1.00469519339364
6 "STANDING" "total_acc_y" -0.212422030978618
6 "STANDING" "total_acc_z" 0.00687761351623904
6 "WALKING" "body_acc_x" 0.00125361086125
6 "WALKING" "body_acc_y" 0.000127318237214912
6 "WALKING" "body_acc_z" -0.000659203091705044
6 "WALKING" "body_gyro_x" 0.00223314137040214
6 "WALKING" "body_gyro_y" -4.82396223917215e-05
6 "WALKING" "body_gyro_z" -0.00108519217804276
6 "WALKING" "total_acc_x" 1.01452100722314
6 "WALKING" "total_acc_y" -0.196241246037771
6 "WALKING" "total_acc_z" 0.0264318847108882
6 "WALKING_DOWNSTAIRS" "body_acc_x" -0.000109326533723959
6 "WALKING_DOWNSTAIRS" "body_acc_y" -0.00125814180607747
6 "WALKING_DOWNSTAIRS" "body_acc_z" 0.00036280778531901
6 "WALKING_DOWNSTAIRS" "body_gyro_x" -0.0705534005924528
6 "WALKING_DOWNSTAIRS" "body_gyro_y" 0.0181325248358073
6 "WALKING_DOWNSTAIRS" "body_gyro_z" 0.00029585718042806
6 "WALKING_DOWNSTAIRS" "total_acc_x" 0.992269862272135
6 "WALKING_DOWNSTAIRS" "total_acc_y" -0.196979003445431
6 "WALKING_DOWNSTAIRS" "total_acc_z" -0.00818824529071615
6 "WALKING_UPSTAIRS" "body_acc_x" -0.0019261144401348
6 "WALKING_UPSTAIRS" "body_acc_y" -0.0052998792535386
6 "WALKING_UPSTAIRS" "body_acc_z" -0.00455037321912377
6 "WALKING_UPSTAIRS" "body_gyro_x" -0.0506039534477022
6 "WALKING_UPSTAIRS" "body_gyro_y" 0.0101320629135386
6 "WALKING_UPSTAIRS" "body_gyro_z" -0.00881170021187194
6 "WALKING_UPSTAIRS" "total_acc_x" 0.979916172717525
6 "WALKING_UPSTAIRS" "total_acc_y" -0.327547300657816
6 "WALKING_UPSTAIRS" "total_acc_z" -0.0282167908499571
7 "LAYING" "body_acc_x" -0.00564642044646875
7 "LAYING" "body_acc_y" -0.00173246452809381
7 "LAYING" "body_acc_z" 0.00229474419698528
7 "LAYING" "body_gyro_x" 0.0256274303984285
7 "LAYING" "body_gyro_y" -0.0267583634335763
7 "LAYING" "body_gyro_z" 0.0307986239309543
7 "LAYING" "total_acc_x" -0.0255320237756331
7 "LAYING" "total_acc_y" 0.409271407271635
7 "LAYING" "total_acc_z" 0.88862998608774
7 "SITTING" "body_acc_x" 0.00146294111619303
7 "SITTING" "body_acc_y" 0.00132553769937874
7 "SITTING" "body_acc_z" -0.00467661627993853
7 "SITTING" "body_gyro_x" -0.0226516064794125
7 "SITTING" "body_gyro_y" 0.0183881838722669
7 "SITTING" "body_gyro_z" -0.0267258621508739
7 "SITTING" "total_acc_x" 1.02256651668294
7 "SITTING" "total_acc_y" 0.0254619467905697
7 "SITTING" "total_acc_z" 0.0536402905907324
7 "STANDING" "body_acc_x" 0.00106085732987235
7 "STANDING" "body_acc_y" 0.00134491413118956
7 "STANDING" "body_acc_z" 0.00281774091612795
7 "STANDING" "body_gyro_x" -0.0015298408928352
7 "STANDING" "body_gyro_y" -0.00139703185049587
7 "STANDING" "body_gyro_z" -0.000543630772416126
7 "STANDING" "total_acc_x" 1.01479589097877
7 "STANDING" "total_acc_y" -0.0980582463298939
7 "STANDING" "total_acc_z" -0.0534716677109375
7 "WALKING" "body_acc_x" -0.000408617679499726
7 "WALKING" "body_acc_y" -0.000794905071299342
7 "WALKING" "body_acc_z" -0.000860403936493969
7 "WALKING" "body_gyro_x" 0.0309025443534814
7 "WALKING" "body_gyro_y" -0.00423138748870614
7 "WALKING" "body_gyro_z" -0.00983538524273602
7 "WALKING" "total_acc_x" 0.994824180523575
7 "WALKING" "total_acc_y" -0.141635712329906
7 "WALKING" "total_acc_z" -0.16445306385065
7 "WALKING_DOWNSTAIRS" "body_acc_x" 0.000562871270169548
7 "WALKING_DOWNSTAIRS" "body_acc_y" 0.000264835219983377
7 "WALKING_DOWNSTAIRS" "body_acc_z" 0.00375575008317819
7 "WALKING_DOWNSTAIRS" "body_gyro_x" -0.0801716179116689
7 "WALKING_DOWNSTAIRS" "body_gyro_y" 0.0111166523174518
7 "WALKING_DOWNSTAIRS" "body_gyro_z" 0.0135264277679521
7 "WALKING_DOWNSTAIRS" "total_acc_x" 0.994421674534574
7 "WALKING_DOWNSTAIRS" "total_acc_y" -0.111387487697103
7 "WALKING_DOWNSTAIRS" "total_acc_z" -0.154027646153391
7 "WALKING_UPSTAIRS" "body_acc_x" -0.00594931173813572
7 "WALKING_UPSTAIRS" "body_acc_y" -0.0054684374507935
7 "WALKING_UPSTAIRS" "body_acc_z" -0.0117145493605545
7 "WALKING_UPSTAIRS" "body_gyro_x" -0.114586175367947
7 "WALKING_UPSTAIRS" "body_gyro_y" 0.0324478559844669
7 "WALKING_UPSTAIRS" "body_gyro_z" 0.0234060600657062
7 "WALKING_UPSTAIRS" "total_acc_x" 0.908788687760417
7 "WALKING_UPSTAIRS" "total_acc_y" -0.228059991820695
7 "WALKING_UPSTAIRS" "total_acc_z" -0.413866327372871
8 "LAYING" "body_acc_x" -0.00336354284419097
8 "LAYING" "body_acc_y" -0.00214526768567824
8 "LAYING" "body_acc_z" 0.00200261437051244
8 "LAYING" "body_gyro_x" 0.0340638952483782
8 "LAYING" "body_gyro_y" -0.00668121104158738
8 "LAYING" "body_gyro_z" 0.0229507386982675
8 "LAYING" "total_acc_x" 0.045268529077309
8 "LAYING" "total_acc_y" 0.60508905666956
8 "LAYING" "total_acc_z" 0.703874286284722
8 "SITTING" "body_acc_x" -0.00207817826619327
8 "SITTING" "body_acc_y" 0.00546156779540132
8 "SITTING" "body_acc_z" 0.00127068462363179
8 "SITTING" "body_gyro_x" -0.027913265940465
8 "SITTING" "body_gyro_y" -0.0095579078672051
8 "SITTING" "body_gyro_z" -0.00651842875019922
8 "SITTING" "total_acc_x" 0.922353804177989
8 "SITTING" "total_acc_y" 0.263309609931216
8 "SITTING" "total_acc_z" 0.255082516358696
8 "STANDING" "body_acc_x" 0.00042148084476985
8 "STANDING" "body_acc_y" 0.00122046164581944
8 "STANDING" "body_acc_z" 0.000724318448216435
8 "STANDING" "body_gyro_x" 0.00588661223171149
8 "STANDING" "body_gyro_y" 0.0209166400575839
8 "STANDING" "body_gyro_z" -0.0100219610779554
8 "STANDING" "total_acc_x" 1.01340774973958
8 "STANDING" "total_acc_y" -0.0710702226331062
8 "STANDING" "total_acc_z" -0.101047379588397
8 "WALKING" "body_acc_x" -0.000595461750553385
8 "WALKING" "body_acc_y" -0.000799741181819661
8 "WALKING" "body_acc_z" 0.000348690187060547
8 "WALKING" "body_gyro_x" 0.0527882514470052
8 "WALKING" "body_gyro_y" -0.00968562202003581
8 "WALKING" "body_gyro_z" -0.0156530862346419
8 "WALKING" "total_acc_x" 0.981214367073568
8 "WALKING" "total_acc_y" -0.199572612560449
8 "WALKING" "total_acc_z" -0.188225723926318
8 "WALKING_DOWNSTAIRS" "body_acc_x" 0.00121759228741365
8 "WALKING_DOWNSTAIRS" "body_acc_y" -0.00208111627527755
8 "WALKING_DOWNSTAIRS" "body_acc_z" 0.000234377669880756
8 "WALKING_DOWNSTAIRS" "body_gyro_x" -0.0964463194692434
8 "WALKING_DOWNSTAIRS" "body_gyro_y" 0.0109547679856086
8 "WALKING_DOWNSTAIRS" "body_gyro_z" 0.0123089008618627
8 "WALKING_DOWNSTAIRS" "total_acc_x" 0.983336573478618
8 "WALKING_DOWNSTAIRS" "total_acc_y" -0.171399217619398
8 "WALKING_DOWNSTAIRS" "total_acc_z" -0.144658027215687
8 "WALKING_UPSTAIRS" "body_acc_x" -0.0038528055909032
8 "WALKING_UPSTAIRS" "body_acc_y" -0.00582385522955793
8 "WALKING_UPSTAIRS" "body_acc_z" -0.00225109782014101
8 "WALKING_UPSTAIRS" "body_gyro_x" 0.227287981474272
8 "WALKING_UPSTAIRS" "body_gyro_y" -0.0586336703780272
8 "WALKING_UPSTAIRS" "body_gyro_z" -0.0702777340204078
8 "WALKING_UPSTAIRS" "total_acc_x" 0.940320875685976
8 "WALKING_UPSTAIRS" "total_acc_y" -0.278742426824657
8 "WALKING_UPSTAIRS" "total_acc_z" -0.196760307553296
9 "LAYING" "body_acc_x" -0.00378781091017634
9 "LAYING" "body_acc_y" -0.00177739953727687
9 "LAYING" "body_acc_z" 0.000250370930332188
9 "LAYING" "body_gyro_x" 0.0144830705982678
9 "LAYING" "body_gyro_y" -0.0381799026011172
9 "LAYING" "body_gyro_z" 0.00661327766128875
9 "LAYING" "total_acc_x" -0.07843890639135
9 "LAYING" "total_acc_y" -0.102725756754687
9 "LAYING" "total_acc_z" 0.936051265671875
9 "SITTING" "body_acc_x" -0.00602765974368063
9 "SITTING" "body_acc_y" -0.00518146462093375
9 "SITTING" "body_acc_z" 0.0108778374877441
9 "SITTING" "body_gyro_x" -0.0151133804289714
9 "SITTING" "body_gyro_y" 0.0148596908945359
9 "SITTING" "body_gyro_z" -0.00245233219708
9 "SITTING" "total_acc_x" 0.977718629640625
9 "SITTING" "total_acc_y" -0.0284994424448344
9 "SITTING" "total_acc_z" 0.0891435352947469
9 "STANDING" "body_acc_x" 0.000975646581522674
9 "STANDING" "body_acc_y" -0.00152493773739809
9 "STANDING" "body_acc_z" 0.00430529134118212
9 "STANDING" "body_gyro_x" -0.00155553747638264
9 "STANDING" "body_gyro_y" 0.00610836861149861
9 "STANDING" "body_gyro_z" 0.00571301487133819
9 "STANDING" "total_acc_x" 1.01654576128472
9 "STANDING" "total_acc_y" 0.00615995559012153
9 "STANDING" "total_acc_z" 0.007770512609375
9 "WALKING" "body_acc_x" 0.000191052807671274
9 "WALKING" "body_acc_y" -0.000498834800628005
9 "WALKING" "body_acc_z" -0.000830103153215144
9 "WALKING" "body_gyro_x" -0.0548277159004477
9 "WALKING" "body_gyro_y" 0.00531838462992788
9 "WALKING" "body_gyro_z" 0.0111961964570613
9 "WALKING" "total_acc_x" 1.00907346835937
9 "WALKING" "total_acc_y" -0.0138377601220132
9 "WALKING" "total_acc_z" -0.120209197610159
9 "WALKING_DOWNSTAIRS" "body_acc_x" 0.00378110410452046
9 "WALKING_DOWNSTAIRS" "body_acc_y" -0.00171058052881324
9 "WALKING_DOWNSTAIRS" "body_acc_z" 0.00570820403456101
9 "WALKING_DOWNSTAIRS" "body_gyro_x" -0.0659685908307481
9 "WALKING_DOWNSTAIRS" "body_gyro_y" 0.00139038171233259
9 "WALKING_DOWNSTAIRS" "body_gyro_z" 0.0134864333058743
9 "WALKING_DOWNSTAIRS" "total_acc_x" 1.00315201588542
9 "WALKING_DOWNSTAIRS" "total_acc_y" -0.0188410095923735
